uniprot_accession,gene_name
Q9NSD9,FARSB
Q9NSK0,KLC4
Q9NSK7,C19orf12
Q9NSU2,TREX1
Q9NSV4,DIAPH3
Q9NT68,TENM2
Q9NTJ5,SACM1L
Q9NTM9,CUTC
Q9NTW7,ZFP64
Q9NUD5,ZCCHC3
Q9NUD9,PIGV
Q9NUH8,TMEM14B
Q9NUI1,DECR2
Q9NV06,DCAF13
Q9NV12,TMEM140
Q9NV23,OLAH
Q9NV70,EXOC1
Q9NVF7,FBXO28
Q9NVF9,ETNK2
Q9NVH0,EXD2
Q9NVI1,FANCI
Q9NVJ2,ARL8B
Q9NVL1,FAM86C1P
Q9NVP1,DDX18
Q9NVR5,DNAAF2
Q9NVX2,NLE1
Q9NW08,POLR3B
Q9NW81,DMAC2
Q9NWB7,IFT57
Q9NWQ4-1,GPATCH2L
Q9NX09,DDIT4
Q9NX62,BPNT2
Q9NX94,WBP1L
Q9NXB9,ELOVL2
Q9NXG2,THUMPD1
Q9NXS2,QPCTL
Q9NY12,GAR1
Q9NY15,STAB1
Q9NY25,CLEC5A
Q9NY56,OBP2A
Q9NY93,DDX56
Q9NY97,B3GNT2
Q9NYA3,GOLGA6A
Q9NYB5,SLCO1C1
Q9NYD6,HOXC10
Q9NYG5-2,ANAPC11
Q9NYL2-2,MAP3K20
Q9NYQ6,CELSR1
Q9NYR8,RDH8
Q9NYV6,RRN3
Q9NYV7,TAS2R16
Q9NYW8,RBAK
Q9NYY1,IL20
Q9NYZ1,TVP23B
Q9NYZ3,GTSE1
Q9NZ71,RTEL1
Q9NZB8,MOCS1
Q9NZC3,GDE1
Q9NZC4,EHF
Q9NZC7,WWOX
Q9NZD8,SPG21
Q9NZH7,IL36B
Q9NZK7,PLA2G2E
Q9NZL9,MAT2B
Q9NZM3,ITSN2
Q9NZN3,EHD3
Q9NZQ8,TRPM5
Q9NZW4,DSPP
Q9P0K1,ADAM22
Q9P0P0,RNF181
Q9P0S9,TMEM14C
Q9P0U1,TOMM7
Q9P0W2,HMG20B
Q9P0W8,SPATA7
Q9P202,WHRN
Q9P218,COL20A1
Q9P219,CCDC88C
Q9P225,DNAH2
Q9P253,VPS18
Q9P278,FNIP2
Q9P2B4,CTTNBP2NL
Q9P2D0,IBTK
Q9P2G1,ANKIB1
Q9P2G3,KLHL14
Q9P2G9,KLHL8
Q9P2J3,KLHL9
Q9P2J5,LARS1
Q9P2K9,DISP3
Q9P2N4,ADAMTS9
Q9P2R3,ANKFY1
Q9P2R6,RERE
Q9P2W7,B3GAT1
Q9P2X0,DPM3
Q9UBB6,NCDN
Q9UBB9,TFIP11
Q9UBC0,ONECUT1
Q9UBC2,EPS15L1
Q9UBD3,XCL2
Q9UBF9,MYOT
Q9UBH6,XPR1
Q9UBI4,STOML1
Q9UBL9,P2RX2
Q9UBM1,PEMT
Q9UBM8,MGAT4C
Q9UBP0,SPAST
Q9UBP6,METTL1
Q9UBQ0-2,VPS29
Q9UBS4,DNAJB11
Q9UBS5,GABBR1
Q9UBT2,UBA2
Q9UBW7,ZMYM2
Q9UBX0,HESX1
Q9UBX7,KLK11
Q9UDY4,DNAJB4
Q9UF56,FBXL17
Q9UFB7,ZBTB47
Q9UGH3,SLC23A2
Q9UGK3,STAP2
Q9UGM5,FETUB
Q9UGQ3,SLC2A6
Q9UGT4,SUSD2
Q9UGU5,HMGXB4
Q9UGY1,NOL12
Q9UH92-3,MLX
Q9UHA7,IL36A
Q9UHC1,MLH3
Q9UHD2,TBK1
Q9UHD8,SEPTIN9
Q9UHD9,UBQLN2
Q9UHG3,PCYOX1
Q9UHH9,IP6K2
Q9UHI8,ADAMTS1
Q9UHK0,NUFIP1
Q9UHN6,CEMIP2
Q9UHV9,PFDN2
Q9UHY1,NRBP1
Q9UHY7,ENOPH1
Q9UHY8,FEZ2
Q9UI09,NDUFA12
Q9UI33,SCN11A
Q9UI36,DACH1
Q9UI47-2,CTNNA3
Q9UI95,MAD2L2
Q9UIB8,CD84
Q9UID3,VPS51
Q9UID6,ZNF639
Q9UIL1,SCOC
Q9UIL4,KIF25
Q9UIR0,BTNL2
Q9UJ14,GGT7
Q9UJ41,RABGEF1
Q9UJ68,MSRA
Q9UJ96,KCNG2
Q9UJA3,MCM8
Q9UJU6,DBNL
Q9UJW2,TINAG
Q9UJX0,OSGIN1
Q9UJX3,ANAPC7
Q9UJX6,ANAPC2
Q9UK22,FBXO2
Q9UK41,VPS28
Q9UK45,LSM7
Q9UK58,CCNL1
Q9UK80,USP21
Q9UKA4,AKAP11
Q9UKF2,ADAM30
Q9UKF6,CPSF3
Q9UKK3,PARP4
Q9UKM7,MAN1B1
Q9UKN5,PRDM4
Q9UKN7,MYO15A
Q9UKP6,UTS2R
Q9UKT4,FBXO5
Q9UKT5,FBXO4
Q9UKT7,FBXL3
Q9UKU7,ACAD8
Q9UKV3,ACIN1
Q9UKX3,MYH13
Q9UKX5,ITGA11
Q9UKY0,PRND
Q9UKY4,POMT2
Q9UL49,TCFL5
Q9UL51,HCN2
Q9UL52,TMPRSS11E
Q9UL62,TRPC5
Q9ULC0,EMCN
Q9ULC5,ACSL5
Q9ULC6,PADI1
Q9ULD5,ZNF777
Q9ULD8,KCNH3
Q9ULH4,LRFN2
Q9ULJ1,ODF2L
Q9ULK5,VANGL2
Q9ULP0-2,NDRG4
Q9ULU4-10,ZMYND8
Q9ULU4-15,ZMYND8
Q9ULU4-17,ZMYND8
Q9ULU4-6,ZMYND8
Q9ULU4-8,ZMYND8
Q9ULW5,RAB26
Q9ULX6,AKAP8L
Q9ULX9,MAFF
Q9UM44,HHLA2
Q9UM47,NOTCH3
Q9UM82,SPATA2
Q9UMR2,DDX19B
Q9UMX0,UBQLN1
Q9UNF1,MAGED2
Q9UNK0,STX8
Q9UNQ0,ABCG2
Q9UNT1,RABL2B
Q9UNU6,CYP8B1
Q9UP52,TFR2
Q9UPG8,PLAGL2
Q9UPN4,CEP131
Q9UPN9,TRIM33
Q9UPQ0,LIMCH1
Q9UPQ4-2,TRIM35
Q9UPR0,PLCL2
Q9UPS6,SETD1B
Q9UPT8,ZC3H4
Q9UPU9,SAMD4A
Q9UPV0,CEP164
Q9UPW0,FOXJ3
Q9UPY3,DICER1
Q9UPY6,WASF3
Q9UQ07,MOK
Q9UQ13,SHOC2
Q9UQ26,RIMS2
Q9UQ35,SRRM2
Q9UQ90,SPG7
Q9UQF0,ERVW-1
Q9Y210,TRPC6
Q9Y221,NIP7
Q9Y223-2,GNE
Q9Y233,PDE10A
Q9Y240,CLEC11A
Q9Y247,FAM50B
Q9Y259,CHKB
Q9Y263,PLAA
Q9Y285,FARSA
Q9Y286,SIGLEC7
Q9Y295,DRG1
Q9Y2B5,VPS9D1
Q9Y2G5,POFUT2
Q9Y2H0,DLGAP4
Q9Y2H1,STK38L
Q9Y2I1,NISCH
Q9Y2P7,ZNF256
Q9Y2Q0,ATP8A1
Q9Y2Q5,LAMTOR2
Q9Y2R0,COA3
Q9Y2R4,DDX52
Q9Y2S2,CRYL1
Q9Y2T6,GPR55
Q9Y2U9,KLHDC2
Q9Y2X3,NOP58
Q9Y2Y6,TMEM98
Q9Y2Z2,MTO1
Q9Y371,SH3GLB1
Q9Y375,NDUFAF1
Q9Y394,DHRS7
Q9Y397,ZDHHC9
Q9Y399,MRPS2
Q9Y3A0,COQ4
Q9Y3A6,TMED5
Q9Y3B4,SF3B6
Q9Y3B7,MRPL11
Q9Y3D0,CIAO2B
Q9Y3M9,ZNF337
Q9Y3Q7,ADAM18
Q9Y3R4,NEU2
Q9Y446,PKP3
Q9Y463,DYRK1B
Q9Y4B5,MTCL1
Q9Y4C2-2,TCAF1
Q9Y4C4,MFHAS1
Q9Y4C5,CHST2
Q9Y4G6,TLN2
Q9Y4G8,RAPGEF2
Q9Y4K0,LOXL2
Q9Y4K4,MAP4K5
Q9Y4P1,ATG4B
Q9Y4P8,WIPI2
Q9Y4X4,KLF12
Q9Y4Z2,NEUROG3
Q9Y535,POLR3H
Q9Y576,ASB1
Q9Y580,RBM7
Q9Y5B6,PAXBP1
Q9Y5B8,NME7
Q9Y5E3,PCDHB6
Q9Y5I3,PCDHA1
Q9Y5J7,TIMM9
Q9Y5K2,KLK4
Q9Y5L3,ENTPD2
Q9Y5L4,TIMM13
Q9Y5N1,HRH3
Q9Y5Q0,FADS3
Q9Y5Q8,GTF3C5
Q9Y5R5,DMRT2
Q9Y5S2,CDC42BPB
Q9Y5U4,INSIG2
Q9Y5U5,TNFRSF18
Q9Y5W7,SNX14
Q9Y5W8,SNX13
Q9Y5Z6,B3GALT1
Q9Y600,CSAD
Q9Y620,RAD54B
Q9Y666,SLC12A7
Q9Y694,SLC22A7
Q9Y6A1,POMT1
Q9Y6A2,CYP46A1
Q9Y6B6,SAR1B
Q9Y6E2,BZW2
Q9Y6F6,IRAG1
Q9Y6F8,CDY1
Q9Y6F8,CDY1B
Q9Y6I4,USP3
Q9Y6M1,IGF2BP2
Q9Y6M5,SLC30A1
Q9Y6M9,NDUFB9
Q9Y6N1,COX11
Q9Y6N6,LAMC3
Q9Y6Q2,STON1
Q9Y6Q9,NCOA3
Q9Y6W3,CAPN7
Q9Y6W8,ICOS
Q9Y6X5,ENPP4
Q9Y6X6,MYO16
Q9Y6Y9,LY96
A0A0U1RRE5,NBDY
A0AV96,RBM47
A0AVF1,IFT56
A0AVT1,UBA6
A0PK00,TMEM120B
A1A5B4,ANO9
A1A5C7,SLC22A23
A1L390,PLEKHG3
A2RTX5,TARS3
A2RU49,HYKK
A2VDJ0,TMEM131L
A4UGR9,XIRP2
A5A3E0,POTEF
A5D8T8,CLEC18A
A5LHX3,PSMB11
A5PKW4,PSD
A5YKK6,CNOT1
A6H8Z2,FAM221B
A6NC98,CCDC88B
A6NDV4,TMEM8B
A6NEM1,GOLGA6L9
A6NGU5,GGT3P
A6NHR9,SMCHD1
A6NJ78-4,METTL15
A6NNM8,TTLL13
A6PVC2,TTLL8
A7KAX9,ARHGAP32
A8K0Z3,WASHC1
A8K2U0,A2ML1
A8MQ27,NEURL1B
A8MU46,SMTNL1
A8MV65-2,VGLL3
A8TX70,COL6A5
A9QM74,KPNA7
A9YTQ3,AHRR
B0L3A2,FBXW7-AS1
B2RXH2,KDM4E
H3BV60,TGFBR3L
K9M1U5,IFNL4
O00139,KIF2A
O00141,SGK1
O00142,TK2
O00151,PDLIM1
O00167-2,EYA2
O00186,STXBP3
O00198,HRK
O00203,AP3B1
O00206,TLR4
O00212,RHOD
O00213,APBB1
O00219,HAS3
O00238,BMPR1B
O00255,MEN1
O00257,CBX4
O00311,CDC7
O00358,FOXE1
O00408,PDE2A
O00429,DNM1L
O00442,RTCA
O00461,GOLIM4
O00463,TRAF5
O00483,NDUFA4
O00488,ZNF593
O00499,BIN1
O00519,FAAH
O00571,DDX3X
O00587,MFNG
O00631,SLN
O00755,WNT7A
O00767,SCD
O14490,DLGAP1
O14514,ADGRB1
O14521,SDHD
O14531,DPYSL4
O14558,HSPB6
O14576,DYNC1I1
O14610,GNGT2
O14641,DVL2
O14649,KCNK3
O14672,ADAM10
O14678,ABCD4
O14684,PTGES
O14730,RIOK3
O14745,NHERF1
O14746,TERT
O14771,ZNF213
O14777,NDC80
O14786,NRP1
O14815,CAPN9
O14817,TSPAN4
O14836,TNFRSF13B
O14894,TM4SF5
O14924,RGS12
O14931,NCR3
O14972,VPS26C
O14976,GAK
O14980,XPO1
O14981,BTAF1
O14983,ATP2A1
O14986,PIP5K1B
O15042,U2SURP
O15055,PER2
O15079,SNPH
O15085,ARHGEF11
O15091,PRORP
O15121,DEGS1
O15144,ARPC2
O15146,MUSK
O15160,POLR1C
O15178,TBXT
O15197,EPHB6
O15197-2,EPHB6
O15204,ADAMDEC1
O15205,UBD
O15240,VGF
O15270,SPTLC2
O15273,TCAP
O15296,ALOX15B
O15303,GRM6
O15304,SIVA1
O15315,RAD51B
O15347,HMGB3
O15353,FOXN1
O15354,GPR37
O15379,HDAC3
O15382,BCAT2
O15393-2,TMPRSS2
O15427,SLC16A3
O15479,MAGEB2
O15481,MAGEB4
O15496,PLA2G10
O15522,NKX2-8
O15535,ZSCAN9
O15547,P2RX6
O43149,ZZEF1
O43157,PLXNB1
O43173,ST8SIA3
O43182,ARHGAP6
O43184,ADAM12
O43189,PHF1
O43248,HOXC11
O43251-10,RBFOX2
O43278,SPINT1
O43286,B4GALT5
O43291,SPINT2
O43293,DAPK3
O43300,LRRTM2
O43309,ZSCAN12
O43314,PPIP5K2
O43364,HOXA2
O43374,RASA4
O43405,COCH
O43432,EIF4G3
O43490,PROM1
O43497-13,CACNA1G
O43497-26,CACNA1G
O43497-29,CACNA1G
O43497-32,CACNA1G
O43497-33,CACNA1G
O43502,RAD51C
O43511,SLC26A4
O43513,MED7
O43541,SMAD6
O43542,XRCC3
O43561,LAT
O43572,AKAP10
O43602,DCX
O43623,SNAI2
O43674,NDUFB5
O43688,PLPP2
O43707,ACTN4
O43708,GSTZ1
O43709,BUD23
O43739,CYTH3
O43747,AP1G1
O43759-2,SYNGR1
O43765,SGTA
O43781,DYRK3
O43790,KRT86
O43822,CFAP410
O43915,VEGFD
O43918,AIRE
O43933,PEX1
O60232,ZNRD2
O60237,PPP1R12B
O60260,PRKN
O60260-5,PRKN
O60269,GPRIN2
O60296,TRAK2
O60306,AQR
O60353,FZD6
O60391,GRIN3B
O60437,PPL
O60478,GPR137B
O60488,ACSL4
O60500,NPHS1
O60506-4,SYNCRIP
O60508,CDC40
O60603,TLR2
O60609,GFRA3
O60610,DIAPH1
O60613,SELENOF
O60664,PLIN3
O60671,RAD1
O60716,CTNND1
O60716-10,CTNND1
O60716-28,CTNND1
O60716-30,CTNND1
O60716-6,CTNND1
O60779,SLC19A2
O60806,TBX19
O60812,HNRNPCL1
O60844,ZG16
O60869,EDF1
O60870,KIN
O60880,SH2D1A
O60906,SMPD2
O60907,TBL1X
O60928,KCNJ13
O75044,SRGAP2
O75056,SDC3
O75074,LRP3
O75083,WDR1
O75093,SLIT1
O75094,SLIT3
O75116,ROCK2
O75140,DEPDC5
O75150,RNF40
O75177-5,SS18L1
O75204,TMEM127
O75251,NDUFS7
O75293,GADD45B
O75298,RTN2
O75311,GLRA3
O75323,NIPSNAP2
O75343,GUCY1B2
O75381,PEX14
O75385,ULK1
O75387,SLC43A1
O75400,PRPF40A
O75420,GIGYF1
O75427,LRCH4
O75431,MTX2
O75436,VPS26A
O75444,MAF
O75446,SAP30
O75448,MED24
O75452,RDH16
O75462,CRLF1
O75506,HSBP1
O75528,TADA3
O75529,TAF5L
O75530,EED
O75575,CRCP
O75616,ERAL1
O75626,PRDM1
O75643,SNRNP200
O75663,TIPRL
O75688,PPM1B
O75694,NUP155
O75695,RP2
O75712,GJB3
O75787,ATP6AP2
O75791,GRAP2
O75800,ZMYND10
O75829,CNMD
O75845,SC5D
O75874,IDH1
O75891,ALDH1L1
O75908,SOAT2
O75909-2,CCNK
O75915,ARL6IP5
O75916,RGS9
O75923,DYSF
O75934,BCAS2
O75940,SMNDC1
O75943,RAD17
O75962,TRIO
O76014,KRT37
O76031,CLPX
O76054,SEC14L2
O76062,TM7SF2
O76080,ZFAND5
O76082,SLC22A5
O76083,PDE9A
O94759,TRPM2
O94776,MTA2
O94788,ALDH1A2
O94823,ATP10B
O94827,PLEKHG5
O94855,SEC24D
O94887,FARP2
O94905,ERLIN2
O94906,PRPF6
O94907,DKK1
O94925,GLS
O94941,UBOX5
O95050,INMT
O95057,DIRAS1
O95067,CCNB2
O95071,UBR5
O95140,MFN2
O95147,DUSP14
O95168,NDUFB4
O95183,VAMP5
O95196,CSPG5
O95232,LUC7L3
O95236-2,APOL3
O95257,GADD45G
O95263,PDE8B
O95292,VAPB
O95340,PAPSS2
O95365,ZBTB7A
O95372,LYPLA2
O95388,CCN4
O95395,GCNT3
O95396,MOCS3
O95400,CD2BP2
O95407,TNFRSF6B
O95453,PARN
O95456,PSMG1
O95471,CLDN7
O95486,SEC24A
O95490,ADGRL2
O95498,VNN2
O95602,POLR1A
O95715,CXCL14
O95721,SNAP29
O95786,RIGI
O95789-4,ZMYM6
O95817,BAG3
O95834,EML2
O95861,BPNT1
O95865,DDAH2
O95935,TBX18
O95954,FTCD
O95968,SCGB1D1
O95983,MBD3
O95985,TOP3B
O95989,NUDT3
O95995,GAS8
O95997,PTTG1
O96006,ZBED1
O96014,WNT11
O96020,CCNE2
O96033,MOCS2
P00167,CYB5A
P00403,MT-CO2
P00450,CP
P00492,HPRT1
P00540,MOS
P00734,F2
P00736,C1R
P00797,REN
P00966,ASS1
P00973,OAS1
P01024,C3
P01106,MYC
P01127,PDGFB
P01137,TGFB1
P01213,PDYN
P01215,CGA
P01258,CALCA
P01266,TG
P01298,PPY
P01303,NPY
P01350,GAST
P01374,LTA
P01562,IFNA1
P01562,IFNA13
P01591,JCHAIN
P01602,IGKV1-5
P01701,IGLV1-51
P01704,IGLV2-14
P01705,IGLV2-23
P01706,IGLV2-11
P01709,IGLV2-8
P01721,IGLV6-57
P01772,IGHV3-33
P01859,IGHG2
P01871,IGHM
P01880,IGHD
P01889,HLA-B
P02100,HBE1
P02144,MB
P02458,COL2A1
P02545,LMNA
P02655,APOC2
P02675,FGB
P02750,LRG1
P02753,RBP4
P02810,PRH1
P02810,PRH2
P02814,SMR3B
P03372,ESR1
P03886,MT-ND1
P03923,MT-ND6
P03950,ANG
P03952,KLKB1
P04003,C4BPA
P04035,HMGCR
P04040,CAT
P04054,PLA2G1B
P04083,ANXA1
P04150,NR3C1
P04150-2,NR3C1
P04156,PRNP
P04271,S100B
P04278,SHBG
P04279,SEMG1
P04440,HLA-DPB1
P04554,PRM2
P04733,MT1F
P04818,TYMS
P04843,RPN1
P04920,SLC4A2
P05013,IFNA6
P05067-4,APP
P05091,ALDH2
P05154,SERPINA5
P05160,F13B
P05166,PCCB
P05181,CYP2E1
P05186,ALPL
P05387,RPLP2
P05455,SSB
P05546,SERPIND1
P05556,ITGB1
P05981,HPN
P06133,UGT2B4
P06239,LCK
P06276,BCHE
P06280,GLA
P06493,CDK1
P06729,CD2
P06731,CEACAM5
P06881,CALCA
P07093,SERPINE2
P07195,LDHB
P07204,THBD
P07205,PGK2
P07288,KLK3
P07333,CSF1R
P07357,C8A
P07360,C8G
P07451,CA3
P07476,IVL
P07478,PRSS2
P07585,DCN
P07738,BPGM
P07951,TPM2
P07954,FH
P08047,SP1
P08048,ZFY
P08133,ANXA6
P08138,NGFR
P08185,SERPINA6
P08240,SRPRA
P08243,ASNS
P08581,MET
P08588,ADRB1
P08590,MYL3
P08651,NFIC
P08686,CYP21A2
P08754,GNAI3
P08758,ANXA5
P08861,CELA3B
P08913,ADRA2A
P08F94,PKHD1
P09012,SNRPA
P09016,HOXD4
P09132,SRP19
P09486,SPARC
P09488,GSTM1
P09493-10,TPM1
P09601,HMOX1
P09917,ALOX5
P09960,LTA4H
P09972,ALDOC
P0C0L4,C4A
P0C264,SBK3
P0C7W6,CCDC172
P0CG30,GSTT2B
P0DJD3,RBMY1A1
P0DML2,CSH1
P0DMV8,HSPA1A
P0DN86,CGB3
P0DN86,CGB5
P0DN86,CGB8
P0DOY3,IGLC3
P0DP24,CALM2
P0DP57,SLURP2
P0DPD7,EEF1AKMT4
P0DPK3,NOTCH2NLB
P0DSE2,TRB
P0DTE5,UGT2A2
P10082,PYY
P10124,SRGN
P10147,CCL3
P10244,MYBL2
P10275,AR
P10515,DLAT
P10636-8,MAPT
P10644,PRKAR1A
P10696,ALPG
P10746,UROS
P10747,CD28
P10826,RARB
P10914,IRF1
P10915,HAPLN1
P10966,CD8B
P11047,LAMC1
P11172,UMPS
P11177,PDHB
P11182,DBT
P11215,ITGAM
P11279,LAMP1
P11362-12,FGFR1
P11362-17,FGFR1
P11362-7,FGFR1
P11362-8,FGFR1
P11387,TOP1
P11413,G6PD
P11487,FGF3
P11597,CETP
P11712,CYP2C9
P11717,IGF2R
P11940,PABPC1
P12104,FABP2
P12314,FCGR1A
P12757,SKIL
P13232,IL7
P13473-2,LAMP2
P13500,CCL2
P13501,CCL5
P13584,CYP4B1
P13611,VCAN
P13682,ZNF35
P13747,HLA-E
P13796,LCP1
P13797,PLS3
P13804,ETFA
P13929,ENO3
P13942,COL11A2
P14138,EDN3
P14222,PRF1
P14410,SI
P14555,PLA2G2A
P14625,HSP90B1
P14651,HOXB3
P14653,HOXB1
P14866,HNRNPL
P14902,IDO1
P14921,ETS1
P14923,JUP
P15144,ANPEP
P15153,RAC2
P15169,CPN1
P15259,PGAM2
P15382,KCNE1
P15498,VAV1
P15559,NQO1
P15812,CD1E
P15924,DSP
P15941-17,MUC1
P16070-13,CD44
P16070-14,CD44
P16070-9,CD44
P16109,SELP
P16152,CBR1
P16157,ANK1
P16157-14,ANK1
P16157-17,ANK1
P16157-22,ANK1
P16219,ACADS
P16284,PECAM1
P16422,EPCAM
P16442,ABO
P16444,DPEP1
P16452,EPB42
P16519,PCSK2
P16581,SELE
P16871,IL7R
P17014,ZNF12
P17028,ZNF24
P17036,ZNF3
P17152,TMEM11
P17275,JUNB
P17301,ITGA2
P17342,NPR3
P17481,HOXB8
P17542,TAL1
P17544,ATF7
P17612,PRKACA
P17706,PTPN2
P17752,TPH1
P17813,ENG
P17900,GM2A
P17927,CR1
P17931,LGALS3
P18077,RPL35A
P18146,EGR1
P18206,VCL
P18428,LBP
P18545,PDE6G
P18847,ATF3
P19086,GNAZ
P19087,GNAT2
P19105,MYL12A
P19256,CD58
P19320,VCAM1
P19397,CD53
P19525,EIF2AK2
P19622,EN2
P19784,CSNK2A2
P19823,ITIH2
P19883,FST
P20155,SPINK2
P20248,CCNA2
P20309,CHRM3
P20333,TNFRSF1B
P20336,RAB3A
P20337,RAB3B
P20340,RAB6A
P20396,TRH
P20472,PVALB
P20648,ATP4A
P20718,GZMH
P20800,EDN2
P20807,CAPN3
P20813,CYP2B6
P20930,FLG
P20933,AGA
P20936,RASA1
P21145,MAL
P21246,PTN
P21333-2,FLNA
P21462,FPR1
P21549,AGXT
P21554,CNR1
P21754,ZP3
P21912,SDHB
P21964,COMT
P22003,BMP5
P22083,FUT4
P22223,CDH3
P22309,UGT1A1
P22392,NME2
P22557,ALAS2
P22607,FGFR3
P22612,PRKACG
P22626,HNRNPA2B1
P22695,UQCRC2
P22894,MMP8
P23025,XPA
P23219,PTGS1
P23229,ITGA6
P23246,SFPQ
P23381,WARS1
P23470,PTPRG
P23471,PTPRZ1
P23510,TNFSF4
P23528,CFL1
P23582,NPPC
P23610,F8A1
P23610,F8A2
P23610,F8A3
P23743,DGKA
P23759,PAX7
P23760,PAX3
P23945,FSHR
P24071,FCAR
P24311,COX7B
P24347,MMP11
P24386,CHM
P24390,KDELR1
P24468,NR2F2
P24534,EEF1B2
P24557,TBXAS1
P24588,AKAP5
P24752,ACAT1
P25105,PTAFR
P25116,F2R
P25208,NFYB
P25311,AZGP1
P25490,YY1
P25685,DNAJB1
P25789,PSMA4
P25791-3,LMO2
P25800,LMO1
P26371,KRTAP5-9
P26678,PLN
P26927,MST1
P27169,PON1
P27348,YWHAQ
P27448,MARK3
P27540,ARNT
P27544,CERS1
P27701,CD82
P27815,PDE4A
P27815-2,PDE4A
P27986,PIK3R1
P28062,PSMB8
P28062-2,PSMB8
P28066,PSMA5
P28221,HTR1D
P28222,HTR1B
P28223,HTR2A
P28290,ITPRID2
P28328,PEX2
P28472,GABRB3
P28827,PTPRM
P28838,LAP3
P28908,TNFRSF8
P29074,PTPN4
P29083,GTF2E1
P29218,IMPA1
P29279,CCN2
P29323,EPHB2
P29350,PTPN6
P29374,ARID4A
P29400-2,COL4A5
P29401,TKT
P29590,PML
P29692-2,EEF1D
P29992,GNA11
P30039,PBLD
P30041,PRDX6
P30046,DDT
P30085,CMPK1
P30279,CCND2
P30291,WEE1
P30405,PPIF
P30411,BDKRB2
P30414,NKTR
P30511,HLA-F
P30519,HMOX2
P30531,SLC6A1
P30536,TSPO
P30556,AGTR1
P30559,OXTR
P30613,PKLR
P30711,GSTT1
P30939,HTR1F
P30988,CALCR
P31146,CORO1A
P31270,HOXA11
P31273,HOXC8
P31274,HOXC9
P31323,PRKAR2B
P31327,CPS1
P31644,GABRA5
P31751,AKT2
P31930,UQCRC1
P31937,HIBADH
P31947,SFN
P31995,FCGR2C
P32004,L1CAM
P32189,GK
P32238,CCKAR
P32243,OTX2
P32245,MC4R
P32247,BRS3
P32780,GTF2H1
P32856-2,STX2
P32926,DSG3
P33076,CIITA
P33240,CSTF2
P33316,DUT
P33402,GUCY1A2
P33897,ABCD1
P33908,MAN1A1
P34059,GALNS
P34903,GABRA3
P34932,HSPA4
P34969,HTR7
P34998,CRHR1
P35219,CA8
P35222,CTNNB1
P35228,NOS2
P35244,RPA3
P35249,RFC4
P35269,GTF2F1
P35318,ADM
P35348,ADRA1A
P35368,ADRA1B
P35442,THBS2
P35548,MSX2
P35580,MYH10
P35612,ADD2
P35613,BSG
P35626,GRK3
P35716,SOX11
P35900,KRT20
P36268,GGT2P
P36269,GGT5
P36383,GJC1
P36507,MAP2K2
P36575,ARR3
P36894,BMPR1A
P37058,HSD17B3
P37268,FDFT1
P37837,TALDO1
P38159,RBMX
P38398,BRCA1
P38567,SPAM1
P38606,ATP6V1A
P40123,CAP2
P40225,THPO
P40238,MPL
P40306,PSMB10
P40394,ADH7
P40426,PBX3
P40763,STAT3
P40855,PEX19
P40933,IL15
P41002,CCNF
P41134,ID1
P41161,ETV5
P41214,EIF2D
P41219,PRPH
P41220,RGS2
P41222,PTGDS
P41227,NAA10
P41236,PPP1R2
P41238,APOBEC1
P41271-2,NBL1
P41279,MAP3K8
P41439,FOLR3
P41567,EIF1
P41732,TSPAN7
P41970,ELK3
P42127,ASIP
P42166,TMPO
P42167,TMPO
P42261,GRIA1
P42262,GRIA2
P42338,PIK3CB
P42575,CASP2
P42679,MATK
P42702,LIFR
P42771,CDKN2A
P42772,CDKN2B
P42830,CXCL5
P42858,HTT
P42892,ECE1
P43026,GDF5
P43080,GUCA1A
P43115,PTGER3
P43155,CRAT
P43234,CTSO
P43351,RAD52
P43360,MAGEA6
P43364-2,MAGEA11
P43403,ZAP70
P45379,TNNT2
P45954,ACADSB
P45974,USP5
P45983,MAPK8
P46087,NOP2
P46091,CMKLR2
P46092,CCR10
P46199,MTIF2
P46379-2,BAG6
P46531,NOTCH1
P46721,SLCO1A2
P46778,RPL21
P46779,RPL28
P47901,AVPR1B
P47992,XCL1
P48051,KCNJ6
P48067,SLC6A9
P48147,PREP
P48167,GLRB
P48169,GABRA4
P48357,LEPR
P48378,RFX2
P48382,RFX5
P48444,ARCN1
P48448,ALDH3B2
P48549,KCNJ3
P48551,IFNAR2
P48552,NRIP1
P48553,TRAPPC10
P48594,SERPINB4
P48634,PRRC2A
P48645,NMU
P48664,SLC1A6
P48668,KRT6C
P48681,NES
P49006,MARCKSL1
P49146,NPY2R
P49184,DNASE1L1
P49190,PTH2R
P49207,RPL34
P49257,LMAN1
P49327,FASN
P49418,AMPH
P49419,ALDH7A1
P49448,GLUD2
P49642,PRIM1
P49674,CSNK1E
P49675,STAR
P49682,CXCR3
P49753,ACOT2
P49757,NUMB
P49758,RGS6
P49759,CLK1
P49773,HINT1
P49840,GSK3A
P49841,GSK3B
P49848,TAF6
P49902,NT5C2
P49914,MTHFS
P49918,CDKN1C
P49961,ENTPD1
P50222,MEOX2
P50391,NPY4R
P50539,MXI1
P50549,ETV1
P50995,ANXA11
P51151,RAB9A
P51161,FABP6
P51164,ATP4B
P51178,PLCD1
P51451,BLK
P51511,MMP15
P51570,GALK1
P51572,BCAP31
P51575,P2RX1
P51582,P2RY4
P51587,BRCA2
P51608,MECP2
P51668,UBE2D1
P51679,CCR4
